	Choanocyte	Archaeocyte	Pinacocyte
Aqu2.1.24496_001	3.691467011	2.947073429	2.641810896
Aqu2.1.24497_001	2.037401236	2.022888878	2.153673367
Aqu2.1.24498_001	4.662999844	4.094559794	4.319332728
Aqu2.1.24499_001	3.436478321	2.643713065	3.076528623
Aqu2.1.24500_001	6.254328574	5.68667677	5.885921933
Aqu2.1.24501_001	7.63455814	4.854369113	5.494804163
Aqu2.1.24502_001	6.251104594	1.274510222	2.163936202
Aqu2.1.24503_001	5.692283466	2.203288519	2.115219512
Aqu2.1.24504_001	6.713580652	5.558355127	4.757742738
Aqu2.1.24505_001	2.265411473	3.139927617	2.621465104
Aqu2.1.24506_001	1.087212629	2.980992313	1.457175857
Aqu2.1.24507_001	5.211968326	4.492673132	4.574066936
Aqu2.1.24508_001	4.591705284	4.700392262	3.693284105
Aqu2.1.24509_001	6.883537957	4.937501557	4.407663079
Aqu2.1.24510_001	3.659149206	4.963490447	3.866350672
Aqu2.1.24511_001	7.114903193	4.025587667	5.603858202
Aqu2.1.24512_001	4.20466652	6.081655336	5.13135817
Aqu2.1.24513_001	2.555276682	3.774905634	3.232480154
Aqu2.1.24514_001	4.032270578	5.519609997	6.838201918
Aqu2.1.24515_001	3.28826247	3.674998092	5.100124336
Aqu2.1.24516_001	1.297255497	4.16412625	2.994206668
Aqu2.1.24517_001	1.258529062	3.375390702	1.760316235
Aqu2.1.24518_001	4.26833192	0.804907004	0.664019948
Aqu2.1.24520_001	6.727988146	5.992901024	5.983534675
Aqu2.1.24521_001	6.04011231	4.769133191	5.500950038
Aqu2.1.24523_001	1.856756168	2.809281873	2.090373781
Aqu2.1.24524_001	4.645220019	1.855311155	1.886115095
Aqu2.1.24525_001	3.816378053	2.799141186	2.438813667
Aqu2.1.24526_001	3.868624744	4.167098862	4.53067605
Aqu2.1.24527_001	0.762553166	1.830433627	1.895623472
Aqu2.1.24529_001	1.837099025	2.431384565	2.232960061
Aqu2.1.24530_001	6.626129881	8.296909545	7.240808464
Aqu2.1.24531_001	6.942404798	5.297163938	6.824669928
Aqu2.1.24533_001	3.559990269	2.699231145	1.796100581
Aqu2.1.24535_001	0.707595223	0.720736819	0.350724222
Aqu2.1.24537_001	4.376417129	4.098658589	4.369831474
Aqu2.1.24538_001	3.583445605	1.926052219	1.731960792
Aqu2.1.24539_001	1.870333703	3.436261917	3.333301813
Aqu2.1.24540_001	1.96604116	0.766202628	1.374131379
Aqu2.1.24541_001	7.159970079	8.896031345	8.142342269
Aqu2.1.24542_001	5.760286548	5.512906419	5.928657636
Aqu2.1.24543_001	3.00373455	3.22197268	4.212314523
Aqu2.1.24544_001	3.214010389	2.95597634	3.231178024
Aqu2.1.24545_001	1.140184146	0.582113704	1.415576376
Aqu2.1.24546_001	2.361452462	1.508082954	1.10590409
Aqu2.1.24547_001	2.025923547	3.27427048	2.840865675
Aqu2.1.24548_001	5.267131938	3.948328406	4.914242982
Aqu2.1.24549_001	1.745293638	2.979867986	2.246663543
Aqu2.1.24550_001	5.132131536	3.869454596	4.447461914
Aqu2.1.24551_001	1.257585903	1.918543178	1.341319204
Aqu2.1.24552_001	0.715996928	0.493052019	1.211878044
Aqu2.1.24553_001	2.001219641	2.702311217	1.893610879
Aqu2.1.24554_001	1.07257563	2.599802796	2.741829884
Aqu2.1.24555_001	4.224830712	2.231605256	5.274718808
Aqu2.1.24556_001	0.759755329	1.339648518	0.549231574
Aqu2.1.24557_001	1.323502883	1.803481571	1.921373817
Aqu2.1.24559_001	2.790712185	3.607809916	4.28025104
Aqu2.1.24560_001	3.519067256	3.112091975	2.635673677
Aqu2.1.24561_001	4.441581375	2.711785668	2.889164924
Aqu2.1.24562_001	0.73316919	0.543854986	0.736438846
Aqu2.1.24563_001	6.68830435	4.515218034	4.970698711
Aqu2.1.24564_001	6.61448569	4.067286671	4.429914345
Aqu2.1.24565_001	1.403424786	1.455760449	1.552634745
Aqu2.1.24581_001	1.073414565	0.600310159	1.155824427
Aqu2.1.24583_001	1.565988149	0.586191743	0.636537958
Aqu2.1.24591_001	1.285092095	0.729622319	0.350724222
Aqu2.1.24593_001	2.601204947	1.338124143	1.647308007
Aqu2.1.24594_001	1.394971254	1.229406778	3.454708816
Aqu2.1.24597_001	1.793610271	2.095809916	1.933796902
Aqu2.1.24598_001	0.944500876	0.903235924	2.354442773
Aqu2.1.24599_001	0.6938564	0.653099229	1.666080808
Aqu2.1.24600_001	3.615053564	4.900330353	4.595047811
Aqu2.1.24601_001	2.67129978	3.855331634	3.762008436
Aqu2.1.24602_001	2.200347687	1.617943751	0.776100913
Aqu2.1.24603_001	2.04333143	1.838373028	0.721602992
Aqu2.1.24605_001	3.402551039	2.267582519	2.540546838
Aqu2.1.24606_001	1.151376667	1.566100416	1.241413747
Aqu2.1.24607_001	0.675438963	0.543741867	0.828039361
Aqu2.1.24608_001	2.889127968	1.457129293	1.04801595
Aqu2.1.24609_001	1.747805237	3.004143668	2.647747084
Aqu2.1.24610_001	2.990472103	4.320277487	4.289000438
Aqu2.1.24611_001	0.648794566	0.697246345	0.721323094
Aqu2.1.24612_001	0.777452811	2.682382786	1.374559768
Aqu2.1.24617_001	3.260333318	3.540371105	3.567106007
Aqu2.1.24618_001	3.178819671	2.227204274	2.100248174
Aqu2.1.24619_001	0.695125769	1.104887579	1.351657974
Aqu2.1.24622_001	0.698831305	0.6760557	0.55913746
Aqu2.1.24623_001	2.17899261	3.240099234	2.757319445
Aqu2.1.24624_001	0.674891118	0.431612152	1.374953075
Aqu2.1.24626_001	1.770572662	3.150259631	3.331047974
Aqu2.1.24630_001	4.011484344	2.410117309	2.518419664
Aqu2.1.24631_001	1.795059892	1.694701288	0.909557569
Aqu2.1.24637_001	1.18083941	0.587163911	2.778673055
Aqu2.1.24638_001	1.291863682	1.923671031	1.584065581
Aqu2.1.24640_001	0.962491109	0.461959307	0.623743833
Aqu2.1.24648_001	1.525835068	2.561572209	1.57922633
Aqu2.1.24650_001	2.503157731	3.511724793	3.50119514
Aqu2.1.24651_001	1.868807367	4.0765024	2.622325061
Aqu2.1.24652_001	2.940891312	1.551129615	1.898937158
Aqu2.1.24653_001	1.004338623	2.549510663	0.965193113
Aqu2.1.24654_001	1.1649006	0.926821411	0.870925526
Aqu2.1.24655_001	1.400992972	1.8392016	1.5245706
Aqu2.1.24656_001	3.697498182	4.692634259	4.570576612
Aqu2.1.24657_001	0.636879346	1.202661911	3.942017877
Aqu2.1.24660_001	0.719382318	2.401545854	1.746078751
Aqu2.1.24661_001	4.526758567	2.026509056	2.731664223
Aqu2.1.24662_001	2.578354428	1.313608916	1.568736127
Aqu2.1.24663_001	4.145938043	3.648712974	5.063979097
Aqu2.1.24664_001	1.291625585	0.770326132	1.633862422
Aqu2.1.24665_001	0.746374335	1.283109179	1.661718394
Aqu2.1.24668_001	5.141010597	3.676787485	4.19808876
Aqu2.1.24669_001	1.446481336	0.42786739	0.678436929
Aqu2.1.24670_001	1.707570761	0.785650777	0.832884479
Aqu2.1.24671_001	0.70275089	0.645412008	0.851892733
Aqu2.1.24672_001	3.118049223	5.153332076	3.928912512
Aqu2.1.24675_001	3.488480966	3.790308648	4.298914604
Aqu2.1.24703_001	0.512665103	0.69889783	0.350724222
Aqu2.1.24710_001	0.658154587	1.07374833	0.350724222
Aqu2.1.24711_001	2.393896247	0.577820069	0.514417516
Aqu2.1.24713_001	0.455251659	0.618355408	1.803954671
Aqu2.1.24716_001	2.367804004	2.216068453	2.176828678
Aqu2.1.24717_001	1.27294428	1.088201877	1.173879159
Aqu2.1.24718_001	0.58606416	0.662073064	0.727748146
Aqu2.1.24719_001	1.770811387	1.305722807	0.823201213
Aqu2.1.24720_001	4.669294896	2.725942284	2.864986517
Aqu2.1.24721_001	4.112778048	2.734995656	3.335980992
Aqu2.1.24723_001	4.280403692	2.437917242	3.311555062
Aqu2.1.24726_001	0.350724222	0.805948099	0.712924868
Aqu2.1.24727_001	1.871529381	0.990824288	0.833107099
Aqu2.1.24728_001	1.013356521	0.422740605	0.624471241
Aqu2.1.24729_001	4.165544729	2.58482223	3.193035517
Aqu2.1.24732_001	4.420382691	2.820517935	3.743387697
Aqu2.1.24737_001	4.713903509	3.137515293	3.912069518
Aqu2.1.24738_001	3.480231079	1.819576487	1.951050691
Aqu2.1.24739_001	4.03819158	1.789134692	2.439789354
Aqu2.1.24743_001	1.563573952	0.711884415	0.678436929
Aqu2.1.24780_001	1.669640094	3.225498423	2.768914374
Aqu2.1.24781_001	3.248032436	3.425145571	3.962410392
Aqu2.1.24784_001	4.112288559	3.438141944	3.410544097
Aqu2.1.24787_001	0.637591334	0.874670902	0.623743833
Aqu2.1.24788_001	0.714764384	1.245121271	0.736438846
Aqu2.1.24789_001	2.493054181	2.178287038	1.886889986
Aqu2.1.24790_001	0.714024328	1.243242857	1.073923462
Aqu2.1.24791_001	0.999975935	0.350724222	0.350724222
Aqu2.1.24792_001	1.403690866	0.619297729	0.623743833
Aqu2.1.24793_001	4.985558225	0.828830047	1.439200476
Aqu2.1.24794_001	2.263298157	4.222800098	2.258801665
Aqu2.1.24796_001	6.440835706	7.048380242	6.62446273
Aqu2.1.24798_001	0.592615989	0.612258684	0.350724222
Aqu2.1.24800_001	0.937130905	0.711274649	0.636537958
Aqu2.1.24802_001	1.235435606	0.450440315	1.078036951
Aqu2.1.24803_001	3.258347582	1.161604942	1.89890204
Aqu2.1.24804_001	2.738658214	2.501577176	1.751945008
Aqu2.1.24805_001	1.138850532	0.590185185	1.061085326
Aqu2.1.24806_001	1.301902603	0.857435199	0.350724222
Aqu2.1.24807_001	1.081291087	2.182733153	1.049115476
Aqu2.1.24809_001	1.382589512	2.296715716	1.147509113
Aqu2.1.24810_001	1.285542385	1.177696244	1.03190905
Aqu2.1.24811_001	1.235710901	1.048081119	0.896789205
Aqu2.1.24813_001	2.137947901	1.843843329	1.916089499
Aqu2.1.24814_001	1.725083806	1.713461042	1.146456499
Aqu2.1.24815_001	1.085687357	1.786586114	0.885016387
Aqu2.1.24816_001	1.422056028	1.834789969	0.350724222
Aqu2.1.24817_001	1.738847749	2.01779914	1.889851909
Aqu2.1.24818_001	1.299162692	1.146404854	0.788164535
Aqu2.1.24819_001	1.082344464	0.659414785	0.698834006
Aqu2.1.24820_001	1.537667249	1.644224061	0.995850364
Aqu2.1.24821_001	1.863585732	1.894903542	0.350724222
Aqu2.1.24822_001	1.684479923	2.984014828	2.796532624
Aqu2.1.24823_001	0.601473787	0.74617319	0.662225013
Aqu2.1.24824_001	1.335199655	2.847261118	1.458740831
Aqu2.1.24825_001	1.810530377	2.887288288	2.327077228
Aqu2.1.24831_001	0.991711655	1.296274389	0.8625273
Aqu2.1.24836_001	0.823739603	0.595462186	0.350724222
Aqu2.1.24841_001	1.890609679	1.061415709	1.321686656
Aqu2.1.24846_001	1.518597269	0.824661773	0.636537958
Aqu2.1.24863_001	2.194293922	1.06170735	0.747186773
Aqu2.1.24864_001	1.086921108	0.616359892	0.636537958
Aqu2.1.24865_001	2.518018018	1.342536731	0.549231574
Aqu2.1.24867_001	0.952770482	1.230487513	0.78614039
Aqu2.1.24872_001	0.700523619	1.172763393	1.504366954
Aqu2.1.24873_001	0.545654342	1.666388674	1.598172848
Aqu2.1.24874_001	3.769454976	3.424261673	3.270147022
Aqu2.1.24875_001	3.907672234	5.232537867	4.579435496
Aqu2.1.24876_001	2.642693882	3.64442712	3.972238616
Aqu2.1.24877_001	2.920500778	3.877850555	3.538916981
Aqu2.1.24879_001	4.648125797	3.215628507	3.948881014
Aqu2.1.24880_001	1.355216084	0.702830207	0.624693861
Aqu2.1.24881_001	0.935053227	0.945833802	0.578145714
Aqu2.1.24882_001	2.000448466	1.637001053	1.2636023
Aqu2.1.24883_001	3.692270751	3.224269134	3.872731063
Aqu2.1.24884_001	9.43671466	9.111691719	9.281571737
Aqu2.1.24885_001	2.093480265	3.121486939	2.079774346
Aqu2.1.24886_001	0.956810116	0.994134525	0.891922795
Aqu2.1.24887_001	1.338693958	2.990089315	1.400697183
Aqu2.1.24888_001	1.621815543	3.254876835	2.176390007
Aqu2.1.24889_001	4.190816888	4.102315911	4.378630371
Aqu2.1.24890_001	3.239616414	4.076311593	2.747171409
Aqu2.1.24891_001	1.959924716	2.666106415	1.627838777
Aqu2.1.24892_001	2.027550992	2.739342426	2.88479476
Aqu2.1.24893_001	1.096669466	1.159773012	0.578145714
Aqu2.1.24894_001	3.18715289	4.511607153	3.211139804
Aqu2.1.24895_001	3.923319957	2.141914413	2.646806258
Aqu2.1.24896_001	1.413778254	2.069233887	3.612166246
Aqu2.1.24897_001	5.425954314	3.784644542	4.330313142
Aqu2.1.24898_001	6.051671687	6.827312147	6.245654188
Aqu2.1.24899_001	1.930384513	3.122704935	2.610595544
Aqu2.1.24900_001	1.979775845	3.631401288	2.108468339
Aqu2.1.24901_001	4.980443831	7.006873217	5.869462877
Aqu2.1.24902_001	4.22592402	1.908807613	2.014171627
Aqu2.1.24903_001	1.361190688	1.645953639	1.360266726
Aqu2.1.24904_001	3.947733091	2.968734361	2.758645968
Aqu2.1.24905_001	0.585591155	0.350724222	1.13516091
Aqu2.1.24906_001	1.63414058	0.789770922	0.995350011
Aqu2.1.24907_001	0.839176669	1.365633705	1.856136642
Aqu2.1.24910_001	3.823964595	3.00117316	2.795423057
Aqu2.1.24911_001	0.438699927	0.847053864	0.757092659
Aqu2.1.24912_001	1.878612191	1.176580622	1.178768185
Aqu2.1.24913_001	4.287419216	5.208077302	4.530901737
Aqu2.1.24914_001	1.015700744	0.69703192	0.985066304
Aqu2.1.24915_001	0.791591223	0.995523099	0.727748146
Aqu2.1.24916_001	2.229385147	2.985961698	3.296075688
Aqu2.1.24917_001	6.285771141	5.436640879	5.783022206
Aqu2.1.24918_001	4.162973657	4.193042908	3.965253742
Aqu2.1.24919_001	4.248983592	5.929790706	5.45556837
Aqu2.1.24920_001	3.211659881	1.887500994	2.677073137
Aqu2.1.24921_001	4.212732431	3.916750465	5.607550295
Aqu2.1.24922_001	4.951568434	3.711996642	4.586014834
Aqu2.1.24923_001	2.755284011	3.20669461	2.242800825
Aqu2.1.24924_001	1.317968242	2.700627721	1.728648442
Aqu2.1.24925_001	0.468709937	0.835856089	0.350724222
Aqu2.1.24949_001	1.888979576	0.998456422	1.159060888
Aqu2.1.24950_001	2.805056983	1.001554236	0.879941014
Aqu2.1.24959_001	1.443519291	0.607840816	1.211778984
Aqu2.1.24961_001	0.612547914	2.311069002	1.150113158
Aqu2.1.24962_001	2.735301991	4.341242076	3.892261582
Aqu2.1.24963_001	0.529647179	0.940472286	0.692322327
Aqu2.1.24964_001	1.020419564	2.252181398	1.390569804
Aqu2.1.24965_001	1.186037883	1.91986693	1.959520394
Aqu2.1.24966_001	0.438699927	1.165323651	0.514417516
Aqu2.1.24967_001	1.013615648	0.997029505	0.692322327
Aqu2.1.24968_001	3.159621842	4.396554846	3.267516128
Aqu2.1.24969_001	6.137675226	1.295268867	2.318380616
Aqu2.1.24970_001	6.451539825	3.920946724	4.430094431
Aqu2.1.24971_001	4.050956657	4.16644513	3.926675195
Aqu2.1.24972_001	6.481656075	4.919884191	5.944481799
Aqu2.1.24973_001	3.324472341	3.969623454	3.876472538
Aqu2.1.24974_001	2.675515035	3.333323293	4.135928491
Aqu2.1.24975_001	5.998688831	4.552631173	5.254294313
Aqu2.1.24976_001	3.170935042	2.388831346	2.796090395
Aqu2.1.24977_001	0.715088674	0.694852738	1.268369621
Aqu2.1.24979_001	1.33227295	1.869372588	1.961073083
Aqu2.1.24980_001	1.295379486	2.2423338	2.583090345
Aqu2.1.24981_001	4.857356546	3.761114545	5.767795738
Aqu2.1.24982_001	6.389454918	6.536726892	6.849409628
Aqu2.1.24983_001	3.150648742	4.046220638	3.26078837
Aqu2.1.24984_001	4.161780407	5.670446562	4.71792512
Aqu2.1.24985_001	6.466943089	6.965281238	7.19432359
Aqu2.1.24986_001	2.982129871	4.05933019	3.447998792
Aqu2.1.24987_001	5.917020639	6.256109646	6.131658936
Aqu2.1.24989_001	6.472078217	5.692657278	4.752901664
Aqu2.1.24990_001	3.005136724	5.173779363	4.476798816
Aqu2.1.24991_001	0.602533218	1.358962805	1.519848479
Aqu2.1.24992_001	3.48553036	2.0182469	2.232532199
Aqu2.1.24993_001	4.446936527	2.944688572	4.516652458
Aqu2.1.24994_001	2.746594699	0.933476319	0.972028872
Aqu2.1.24995_001	0.723725237	2.491057847	1.372143926
Aqu2.1.24996_001	1.877255865	3.450909398	1.747971699
Aqu2.1.24997_001	5.180029207	4.577961537	5.184319032
Aqu2.1.24998_001	2.005749108	2.410455704	3.51505646
Aqu2.1.24999_001	0.852679109	0.750124839	1.207151842
Aqu2.1.25000_001	0.350724222	0.805184464	1.639848349
Aqu2.1.25001_001	2.963657928	4.580692522	3.739826765
Aqu2.1.25002_001	5.771223556	3.746926123	4.989945608
Aqu2.1.25003_001	3.991079893	4.231789226	4.372385073
Aqu2.1.25004_001	1.844829741	3.153558797	3.69933051
Aqu2.1.25005_001	1.594973365	3.271135191	2.470338322
Aqu2.1.25006_001	5.331588015	3.582701991	4.52536209
Aqu2.1.25007_001	2.262802285	4.400998612	3.768860232
Aqu2.1.25008_001	2.443701146	3.240686751	3.776853279
Aqu2.1.25012_001	0.950938974	0.825700448	1.180937929
Aqu2.1.25013_001	0.513498082	1.025589872	1.431760385
Aqu2.1.25014_001	5.02392091	3.417718186	5.583509439
Aqu2.1.25016_001	1.157322557	1.435750089	2.059708361
Aqu2.1.25017_001	2.882125694	3.458231187	3.939152214
Aqu2.1.25018_001	3.854340969	2.288596702	2.769376904
Aqu2.1.25019_001	2.048615578	4.731196523	3.534183873
Aqu2.1.25020_001	1.483100106	2.810456432	3.224262261
Aqu2.1.25021_001	1.09578575	2.476529176	2.186196637
Aqu2.1.25023_001	4.408744146	3.564465977	3.375710652
Aqu2.1.25024_001	3.809016231	1.89440223	1.52821658
Aqu2.1.25025_001	3.381243524	1.848829813	2.810968915
Aqu2.1.25026_001	1.821679118	1.661066815	1.381564988
Aqu2.1.25027_001	1.52249871	0.720698659	0.55913746
Aqu2.1.25028_001	0.814380973	0.826507808	0.876392127
Aqu2.1.25029_001	1.023243317	1.05851592	2.150358736
Aqu2.1.25030_001	2.013322438	2.744384092	2.182459358
Aqu2.1.25032_001	0.980194729	1.064228493	0.55913746
Aqu2.1.25033_001	6.049131961	4.740447943	5.283782516
Aqu2.1.25034_001	1.396872892	0.686461893	0.350724222
Aqu2.1.25035_001	1.204593624	0.570066295	0.500326654
Aqu2.1.25036_001	1.583293815	2.235954903	1.145504451
Aqu2.1.25037_001	3.343613267	3.247520329	2.911884807
Aqu2.1.25044_001	0.755702608	0.826657212	0.624471241
Aqu2.1.25049_001	0.762553166	0.939413443	0.350724222
Aqu2.1.25069_001	1.494687353	1.56002915	1.191875921
Aqu2.1.25076_001	0.911287423	0.350724222	0.881749042
Aqu2.1.25078_001	1.110460988	0.728661586	0.350724222
Aqu2.1.25081_001	2.893836141	1.616570654	1.478782819
Aqu2.1.25085_001	1.524466484	0.857501535	0.624471241
Aqu2.1.25088_001	0.350724222	0.979159518	1.043923306
Aqu2.1.25090_001	1.072840485	2.100178632	1.81793809
Aqu2.1.25091_001	2.681794281	4.639171234	3.68614435
Aqu2.1.25093_001	5.037230361	4.321495033	6.296061933
Aqu2.1.25094_001	2.137158907	2.193202145	2.193269682
Aqu2.1.25095_001	1.232586769	0.928860077	0.55913746
Aqu2.1.25096_001	1.303557663	0.908257111	0.921338106
Aqu2.1.25098_001	1.787982678	1.06414293	1.268983523
Aqu2.1.25099_001	1.155932563	1.562338732	1.967305373
Aqu2.1.25100_001	3.063802641	1.049315517	1.479144249
Aqu2.1.25101_001	2.032371077	0.847098549	0.500326654
Aqu2.1.25102_001	1.205554526	0.841535424	1.530435148
Aqu2.1.25105_001	1.222375943	1.714495738	1.672244668
Aqu2.1.25106_001	1.921509798	2.119323597	2.52139413
Aqu2.1.25108_001	4.340317058	5.493350978	4.122743132
Aqu2.1.25109_001	1.264823912	1.605214287	1.121249342
Aqu2.1.25110_001	0.874296003	0.591492916	0.994155278
Aqu2.1.25113_001	1.31426159	1.471849011	1.752662472
Aqu2.1.25114_001	2.326621622	0.515906643	0.500326654
Aqu2.1.25116_001	2.637383745	0.520174599	0.678436929
Aqu2.1.25117_001	3.223467951	1.792206658	2.151178909
Aqu2.1.25118_001	1.833943576	1.898253404	1.645840691
Aqu2.1.25119_001	1.246186692	1.000501435	1.264752265
Aqu2.1.25120_001	1.005391508	2.569947327	2.177226128
Aqu2.1.25122_001	1.036239761	1.255599768	0.897490852
Aqu2.1.25123_001	0.865050388	2.139760116	1.945237688
Aqu2.1.25124_001	2.499388556	3.054559482	2.367619476
Aqu2.1.25125_001	2.221126428	1.328308809	2.186623294
Aqu2.1.25126_001	1.05631719	1.645183901	0.905858421
Aqu2.1.25129_001	1.432465799	0.669662003	0.578145714
Aqu2.1.25130_001	5.47431747	2.146933631	1.157848571
Aqu2.1.25131_001	1.494487202	0.589889699	0.350724222
Aqu2.1.25144_001	1.288083819	0.952217389	1.049315698
Aqu2.1.25156_001	0.545654342	1.287368609	1.144155888
Aqu2.1.25157_001	1.559446916	1.668328783	1.701107826
Aqu2.1.25164_001	0.857383433	0.566589678	0.350724222
Aqu2.1.25167_001	1.921112323	0.840477192	0.934946198
Aqu2.1.25173_001	0.75342554	1.02692094	0.514417516
Aqu2.1.25174_001	5.591017025	4.607059914	4.207795734
Aqu2.1.25175_001	4.22861569	3.265582125	2.539568908
Aqu2.1.25177_001	3.654891388	2.916388027	4.214701674
Aqu2.1.25178_001	2.465683887	0.826252146	0.864901899
Aqu2.1.25179_001	3.328710258	4.710049829	4.124830191
Aqu2.1.25181_001	2.862272978	3.674663535	4.956997452
Aqu2.1.25182_001	1.141870103	0.940041164	1.432150839
Aqu2.1.25183_001	2.261488288	2.428165139	3.904984462
Aqu2.1.25184_001	0.813254555	2.085492711	2.450776796
Aqu2.1.25186_001	0.695273634	1.041426778	1.276842728
Aqu2.1.25187_001	4.662342972	2.949727749	7.437884989
Aqu2.1.25188_001	7.412118449	3.123097605	5.834477527
Aqu2.1.25189_001	2.571409512	1.133138958	1.952795306
Aqu2.1.25190_001	2.444032119	1.554826279	2.05003689
Aqu2.1.25192_001	1.563750736	3.870248748	3.714857206
Aqu2.1.25194_001	3.446360942	3.501133589	3.244227155
Aqu2.1.25195_001	2.935880585	4.220934429	3.520706288
Aqu2.1.25196_001	0.824808249	0.700235556	0.350724222
Aqu2.1.25197_001	2.811457105	4.3809437	3.821671068
Aqu2.1.25199_001	3.28390707	3.872882159	3.451000727
Aqu2.1.25200_001	3.092766377	1.930832934	3.473342461
Aqu2.1.25202_001	2.269362652	3.90438936	2.493025299
Aqu2.1.25203_001	3.963107699	1.4468814	2.547871906
Aqu2.1.25204_001	1.920385892	1.110525074	1.720905657
Aqu2.1.25210_001	1.032814985	0.459851982	0.500326654
Aqu2.1.25212_001	1.172474278	1.100159035	1.506458941
Aqu2.1.25214_001	0.754170097	1.167371425	1.013304583
Aqu2.1.25215_001	0.711489252	0.531198031	1.209673169
Aqu2.1.25216_001	1.280443479	3.058726134	2.006194051
Aqu2.1.25218_001	0.875965209	0.584834567	0.548679421
Aqu2.1.25219_001	4.757772582	3.131477631	3.045676188
Aqu2.1.25221_001	2.034574244	3.717378024	3.271435618
Aqu2.1.25222_001	2.252659654	3.917685734	2.900806698
Aqu2.1.25223_001	1.899384724	1.212315257	1.760648847
Aqu2.1.25228_001	0.583609719	1.17442277	0.82264906
Aqu2.1.25230_001	3.263038515	2.063534668	2.394495713
Aqu2.1.25231_001	1.234000914	0.725254894	0.624471241
Aqu2.1.25232_001	0.593615096	0.86401673	0.350724222
Aqu2.1.25233_001	4.354557046	3.330869114	3.175557843
Aqu2.1.25234_001	2.197855993	2.291247633	1.721468006
Aqu2.1.25235_001	0.857045994	1.485117546	1.158035998
Aqu2.1.25237_001	1.697292232	1.373120753	1.100949125
Aqu2.1.25238_001	0.913248341	0.813467306	0.677599674
Aqu2.1.25239_001	0.861299454	2.128678318	1.924562971
Aqu2.1.25242_001	0.677261701	0.51135564	0.678436929
Aqu2.1.25243_001	0.788545216	0.888605176	0.549231574
Aqu2.1.25244_001	2.800731895	2.766276656	4.716138751
Aqu2.1.25245_001	4.054744925	3.842177357	4.174843232
Aqu2.1.25246_001	1.399585273	0.723366629	0.350724222
Aqu2.1.25247_001	1.469678607	1.118125669	0.804858394
Aqu2.1.25248_001	0.922281298	0.732144304	0.350724222
Aqu2.1.25249_001	1.307460748	1.306095235	1.203128817
Aqu2.1.25250_001	0.498878231	0.677601484	0.350724222
Aqu2.1.25251_001	1.985886017	1.712613318	1.736056495
Aqu2.1.25292_001	0.605739522	1.087357177	0.350724222
Aqu2.1.25297_001	0.675438963	0.619152411	0.774073673
Aqu2.1.25298_001	0.820770624	1.37179229	0.624693861
Aqu2.1.25303_001	1.091037135	3.078941326	3.202069062
Aqu2.1.25304_001	3.756341622	4.55269408	4.056560482
Aqu2.1.25305_001	1.184874942	0.450475617	0.776653066
Aqu2.1.25306_001	5.841976663	3.295836442	5.142176213
Aqu2.1.25307_001	1.010097683	2.559863932	2.998097353
Aqu2.1.25308_001	6.515120058	5.570547768	5.386066373
Aqu2.1.25310_001	3.883636849	3.934845227	4.190828028
Aqu2.1.25311_001	6.861696819	6.049532345	5.834801262
Aqu2.1.25312_001	5.505503453	5.457905638	6.501378714
Aqu2.1.25314_001	3.398042543	4.010985193	3.797236482
Aqu2.1.25316_001	0.594741514	0.679580521	0.350724222
Aqu2.1.25317_001	0.473352313	0.828172401	0.350724222
Aqu2.1.25318_001	4.757215012	4.045404371	4.867367628
Aqu2.1.25319_001	1.961991277	2.597086985	2.192589899
Aqu2.1.25321_001	3.357612151	4.541372598	3.954225101
Aqu2.1.25322_001	1.243793466	0.66393332	0.832884479
Aqu2.1.25326_001	5.928822063	4.780909596	4.297294541
Aqu2.1.25327_001	2.574960469	2.495805699	4.181085001
Aqu2.1.25329_001	0.827660843	0.685864437	1.343137849
Aqu2.1.25330_001	1.085844664	1.363210831	1.525734362
Aqu2.1.25331_001	2.467602722	2.339139566	2.835087659
Aqu2.1.25332_001	0.932366688	1.656602308	1.34660912
Aqu2.1.25334_001	0.929906419	0.632458223	0.350724222
Aqu2.1.25336_001	1.214350624	0.592407983	0.500326654
Aqu2.1.25337_001	3.7638368	3.350298897	4.777843665
Aqu2.1.25338_001	1.173519621	1.532752667	0.984514151
Aqu2.1.25339_001	5.830962102	5.8671544	5.791062444
Aqu2.1.25340_001	2.889378525	1.843833363	3.564280405
Aqu2.1.25341_001	9.717449698	8.513087689	9.5372231
Aqu2.1.25342_001	1.122835203	0.437977846	1.247984633
Aqu2.1.25343_001	1.877096111	1.370901243	1.272828689
Aqu2.1.25345_001	1.573767464	0.684261348	0.624471241
Aqu2.1.25347_001	1.656200232	1.119978493	0.984647742
Aqu2.1.25348_001	2.246826595	2.773561582	1.954135191
Aqu2.1.25352_001	2.011652741	1.754865437	2.563162364
Aqu2.1.25354_001	1.195506444	0.549696239	0.350724222
Aqu2.1.25356_001	0.689915943	0.792892416	0.637480407
Aqu2.1.25370_001	0.567253012	0.978275739	0.350724222
Aqu2.1.25377_001	2.0059241	3.15036703	2.43506992
Aqu2.1.25378_001	6.522626214	8.443071674	7.217615576
Aqu2.1.25379_001	1.15231451	3.28677497	1.276653553
Aqu2.1.25380_001	1.161793975	0.515101869	0.804891345
Aqu2.1.25381_001	0.732172297	0.630849205	0.350724222
Aqu2.1.25382_001	0.957779481	1.123842303	1.049315698
Aqu2.1.25383_001	3.110551407	4.267502253	3.604977781
