	Choanocyte	Archaeocyte	Pinacocyte
Aqu2.1.02320_001	1.440581241	1.160247723	0.549231574
Aqu2.1.02321_001	0.591396237	0.899748554	0.911227426
Aqu2.1.02327_001	0.591396237	1.53299008	1.391901139
Aqu2.1.02328_001	3.338037917	4.992109621	3.688140832
Aqu2.1.02331_001	0.948514469	0.450475617	1.104642672
Aqu2.1.02332_001	1.624708884	1.349056329	1.783186296
Aqu2.1.02340_001	1.751421302	0.607972932	1.465775673
Aqu2.1.02346_001	3.106716896	2.096271924	3.074926544
Aqu2.1.02348_001	0.98101123	0.820099186	1.25448587
Aqu2.1.02358_001	0.690591597	0.746600935	0.350724222
Aqu2.1.02359_001	2.572863374	0.818967202	0.832884479
Aqu2.1.02363_001	0.84107946	0.727260237	0.500326654
Aqu2.1.02369_001	1.18314793	1.535956041	0.500326654
Aqu2.1.02370_001	1.358854743	1.192237259	1.013304583
Aqu2.1.02373_001	0.567253012	1.059754634	1.073978271
Aqu2.1.02377_001	1.01293938	1.288099626	0.948744586
Aqu2.1.02383_001	0.350724222	0.509201841	1.061930594
Aqu2.1.02387_001	0.514557513	0.621773221	0.662225013
Aqu2.1.02392_001	2.567570383	3.430624207	2.663027625
Aqu2.1.02394_001	0.514557513	0.605189268	0.876392127
Aqu2.1.02395_001	1.196310101	0.492392984	0.350724222
Aqu2.1.02396_001	4.464626596	4.175489218	4.338919777
Aqu2.1.02397_001	3.090059914	0.688714142	0.96341341
Aqu2.1.02398_001	0.808015072	1.803512961	1.860363727
Aqu2.1.02400_001	0.822172677	1.023637853	0.623743833
Aqu2.1.02402_001	5.972480251	1.212592993	1.608111551
Aqu2.1.02403_001	1.431587628	2.689670667	2.451327835
Aqu2.1.02405_001	1.100556469	1.119855609	1.008839399
Aqu2.1.02406_001	2.238260583	1.735352996	1.732153332
Aqu2.1.02407_001	1.672901329	1.044439008	1.136979061
Aqu2.1.02410_001	1.137659381	1.311766496	0.678436929
Aqu2.1.02419_001	1.072712735	1.021528976	0.548679421
Aqu2.1.02421_001	0.731086303	1.325471432	1.489728706
Aqu2.1.02424_001	0.630650818	0.59912654	0.662225013
Aqu2.1.02425_001	3.194784412	1.649169653	2.850341272
Aqu2.1.02426_001	1.220052361	0.613729637	0.350724222
Aqu2.1.02437_001	1.04050857	1.156090904	1.335054965
Aqu2.1.02447_001	2.290071533	3.14892631	1.638264239
Aqu2.1.02448_001	1.338130076	0.846952539	0.678436929
Aqu2.1.02450_001	1.594800757	2.090324747	1.536294029
Aqu2.1.02451_001	0.789925961	0.660556328	0.350724222
Aqu2.1.02452_001	0.853952902	0.55862946	0.350724222
Aqu2.1.02455_001	0.778567302	0.616000841	0.350724222
Aqu2.1.02457_001	1.991803419	0.792045264	0.843570029
Aqu2.1.02463_001	0.566444096	1.914123399	1.821579444
Aqu2.1.02466_001	3.841473561	1.922880509	1.717500409
Aqu2.1.02468_001	1.09901661	1.209774713	0.800351698
Aqu2.1.02469_001	4.288718395	1.422173896	1.67487836
Aqu2.1.02470_001	1.229692599	0.790519088	0.919887217
Aqu2.1.02471_001	0.549312154	0.713372693	0.941270817
Aqu2.1.02478_001	1.032873194	0.807633073	0.995013884
Aqu2.1.02479_001	1.322230225	0.443158207	0.350724222
Aqu2.1.02482_001	0.55605415	0.698144369	1.020738284
Aqu2.1.02483_001	1.955879582	0.743357837	0.692322327
Aqu2.1.02485_001	0.438699927	0.837117895	0.549231574
Aqu2.1.02488_001	0.924853217	2.056323836	0.693374941
Aqu2.1.02489_001	1.658617886	1.987592624	0.721323094
Aqu2.1.02491_001	0.455251659	0.841240229	0.6023965
Aqu2.1.02494_001	2.013082248	2.579692025	1.688312494
Aqu2.1.02497_001	0.633630047	1.285871138	0.804891345
Aqu2.1.02499_001	1.90256638	0.649747926	1.388651339
Aqu2.1.02500_001	1.51124836	0.650775802	0.548679421
Aqu2.1.02501_001	0.956926214	0.857691372	1.306575039
Aqu2.1.02506_001	0.350724222	0.926857186	0.548679421
Aqu2.1.02508_001	0.71851769	1.869854066	1.457690705
Aqu2.1.02509_001	0.468078445	1.242105592	0.578145714
Aqu2.1.02511_001	2.225460738	1.803790476	1.364331022
Aqu2.1.02512_001	2.21340256	0.890627214	2.901976369
Aqu2.1.02514_001	3.977982473	3.228740207	4.667949059
Aqu2.1.02515_001	0.796948575	1.754464291	2.027032352
Aqu2.1.02516_001	2.013051136	2.563456458	1.771392365
Aqu2.1.02519_001	0.946581298	1.071384908	0.944852084
Aqu2.1.02522_001	0.779006314	2.286807477	1.126772591
Aqu2.1.02523_001	5.740363343	5.194300549	5.518164241
Aqu2.1.02524_001	1.281430218	2.492382613	2.063206498
Aqu2.1.02526_001	0.350724222	1.598385747	0.500326654
Aqu2.1.02532_001	1.759616218	2.715332828	2.088101625
Aqu2.1.02540_001	1.250926064	1.609202187	1.563023945
Aqu2.1.02542_001	1.652263024	2.928732109	3.403051347
Aqu2.1.02543_001	0.985669423	0.627881181	1.100888186
Aqu2.1.02544_001	0.730533629	0.74895281	0.350724222
Aqu2.1.02545_001	6.713600821	1.805741027	2.28795237
Aqu2.1.02546_001	2.187825313	1.092978906	0.636537958
Aqu2.1.02548_001	0.985656715	0.58876777	0.350724222
Aqu2.1.02557_001	0.806790303	0.749741762	0.548679421
Aqu2.1.02560_001	1.080723762	1.587276822	1.234573514
Aqu2.1.02566_001	0.473352313	0.678221926	0.943994605
Aqu2.1.02568_001	1.525792218	2.020532864	1.275640363
Aqu2.1.02569_001	3.916021464	5.416363122	4.398014878
Aqu2.1.02572_001	1.507658688	0.767622092	0.55913746
Aqu2.1.02574_001	4.947141348	3.836545784	3.275025666
Aqu2.1.02577_001	5.301887654	7.047244983	6.360424809
Aqu2.1.02579_001	3.124644548	1.340101622	1.115039986
Aqu2.1.02580_001	0.858402804	1.146219701	0.578145714
Aqu2.1.02584_001	0.730149518	0.822865528	1.125716718
Aqu2.1.02585_001	1.059101691	1.144551997	0.500326654
Aqu2.1.02590_001	3.339397022	0.56721537	0.350724222
Aqu2.1.02592_001	4.266919821	1.274761864	1.951586493
Aqu2.1.02593_001	0.473352313	1.6565311	0.800903852
Aqu2.1.02599_001	1.358138074	1.40095469	0.967714616
Aqu2.1.02603_001	1.298395674	3.257158952	3.188000423
Aqu2.1.02610_001	3.78033581	4.243561339	3.102216157
Aqu2.1.02612_001	2.703951516	3.04775072	3.258135531
Aqu2.1.02614_001	0.549312154	1.374227959	1.26295733
Aqu2.1.02615_001	1.508678467	0.944350743	1.084805365
Aqu2.1.02616_001	1.569250227	0.939252445	1.043458548
Aqu2.1.02619_001	3.792230912	2.180137804	2.21639935
Aqu2.1.02628_001	4.834751477	1.629769675	3.023772722
Aqu2.1.02631_001	5.396832258	2.755139958	3.090703388
Aqu2.1.02632_001	0.63126544	0.90088558	0.350724222
Aqu2.1.02633_001	0.567253012	0.506886842	0.721602992
Aqu2.1.02635_001	0.821191797	0.711652833	1.316876034
Aqu2.1.02636_001	0.512665103	1.467718173	0.350724222
Aqu2.1.02637_001	0.350724222	1.340551701	0.350724222
Aqu2.1.02638_001	2.216085342	3.375257523	2.110420385
Aqu2.1.02639_001	1.325867414	0.661436019	0.500326654
Aqu2.1.02645_001	1.220853864	0.803531661	2.579283174
Aqu2.1.02648_001	2.546545347	0.989616939	1.379616236
Aqu2.1.02649_001	1.155392291	1.760406249	0.964044992
Aqu2.1.02650_001	1.509625187	1.693487267	1.040085421
Aqu2.1.02651_001	3.343669215	0.67278536	1.337733367
Aqu2.1.02654_001	1.71453414	0.669506254	0.578145714
Aqu2.1.02655_001	0.98023844	1.401431942	0.624471241
Aqu2.1.02658_001	1.597582717	0.761102818	0.500326654
Aqu2.1.02661_001	1.277609329	1.273830291	0.722830754
Aqu2.1.02662_001	1.556492525	2.129839503	2.112119141
Aqu2.1.02663_001	1.282494222	1.482269269	1.069145603
Aqu2.1.02664_001	1.036067368	0.560045165	0.350724222
Aqu2.1.02666_001	5.248936135	4.366779395	4.903442529
Aqu2.1.02667_001	2.644876227	2.133802	2.01554083
Aqu2.1.02668_001	4.031224901	2.579852572	3.404368356
Aqu2.1.02669_001	6.05760407	3.775689597	4.387896737
Aqu2.1.02670_001	2.831745005	1.486654771	1.359155338
Aqu2.1.02674_001	4.953278448	3.425662214	2.812324011
Aqu2.1.02675_001	3.63213159	4.172349933	4.871284959
Aqu2.1.02676_001	1.129807382	0.841864538	1.183021503
Aqu2.1.02679_001	0.468078445	0.989589019	1.010408485
Aqu2.1.02681_001	2.49432964	2.54165901	1.891901747
Aqu2.1.02682_001	0.473352313	0.537708981	0.900735565
Aqu2.1.02684_001	1.921212127	1.485663433	2.379896175
Aqu2.1.02686_001	0.934374656	0.69443149	0.350724222
Aqu2.1.02689_001	1.168430318	0.840795024	0.500326654
Aqu2.1.02690_001	2.236239023	2.448564837	3.090262217
Aqu2.1.02693_001	3.764688472	0.571207383	0.82242644
Aqu2.1.02700_001	2.677878791	3.306747968	2.743135959
Aqu2.1.02702_001	1.723217695	3.12140659	2.054695459
Aqu2.1.02710_001	1.640562021	0.647084523	0.55913746
Aqu2.1.02713_001	1.967317855	0.431612152	0.623743833
Aqu2.1.02714_001	0.556685642	1.444342387	0.995350011
Aqu2.1.02715_001	2.395154567	2.440260798	1.587093058
Aqu2.1.02716_001	2.056057762	1.511220618	2.650368799
Aqu2.1.02722_001	0.438699927	0.999106124	0.500326654
Aqu2.1.02723_001	3.875656933	0.904754084	1.44297156
Aqu2.1.02725_001	0.975045643	2.485970694	2.009048224
Aqu2.1.02726_001	0.705314876	0.748832742	0.350724222
Aqu2.1.02731_001	0.65498	0.644391951	0.549231574
Aqu2.1.02732_001	0.961619727	1.685237281	1.400853722
Aqu2.1.02733_001	1.182563667	0.632137927	0.692322327
Aqu2.1.02739_001	0.914175621	0.499161137	0.578145714
Aqu2.1.02740_001	0.782491324	1.806208495	0.851892733
Aqu2.1.02741_001	1.447146372	2.294286215	1.163114513
Aqu2.1.02742_001	1.055370866	0.719859155	1.230235085
Aqu2.1.02746_001	2.630772476	1.394045366	0.774296293
Aqu2.1.02751_001	0.958644109	0.589464894	0.624471241
Aqu2.1.02756_001	1.09661586	0.561104926	0.934946198
Aqu2.1.02757_001	1.51854708	0.796676014	1.335054965
Aqu2.1.02760_001	1.040869993	0.679938836	0.350724222
Aqu2.1.02763_001	2.468986611	1.674637254	1.607094796
Aqu2.1.02767_001	0.659467305	0.601837274	0.996577773
Aqu2.1.02768_001	2.524381872	1.54196587	0.968551688
Aqu2.1.02769_001	0.919032663	2.53379583	2.225315261
Aqu2.1.02770_001	2.366503733	1.3881275	1.584989733
Aqu2.1.02771_001	0.350724222	0.795232542	0.623743833
Aqu2.1.02772_001	2.892622308	0.74917718	0.991732654
Aqu2.1.02775_001	1.664467716	0.461959307	0.350724222
Aqu2.1.02780_001	1.485739866	0.646466552	0.773346265
Aqu2.1.02782_001	4.039077371	4.781755823	4.181766829
Aqu2.1.02785_001	1.295388871	2.551954473	1.635705004
Aqu2.1.02787_001	1.820745246	3.672200952	3.612349186
Aqu2.1.02789_001	2.131218188	0.744353455	0.623743833
Aqu2.1.02795_001	0.869457874	0.675595887	0.350724222
Aqu2.1.02797_001	0.754189407	0.766645658	0.774073673
Aqu2.1.02798_001	2.783510616	2.420538498	2.44239428
Aqu2.1.02802_001	3.488633062	2.317703444	2.304791978
Aqu2.1.02805_001	1.189505367	1.353250843	1.119293304
Aqu2.1.02809_001	0.742118771	2.331042886	1.604558553
Aqu2.1.02811_001	1.136835996	0.672137279	0.623743833
Aqu2.1.02813_001	2.664735791	4.84774398	3.66175759
Aqu2.1.02815_001	0.837901564	0.876215175	0.350724222
Aqu2.1.02822_001	4.505011801	1.31086476	1.96524891
Aqu2.1.02823_001	1.045863693	0.720532868	0.514417516
Aqu2.1.02824_001	2.606750474	1.732650284	1.064070546
Aqu2.1.02826_001	0.6545964	0.561765641	0.678436929
Aqu2.1.02828_001	6.110964175	1.267427024	2.333758402
Aqu2.1.02834_001	4.12310561	2.579004596	3.027212434
Aqu2.1.02835_001	2.713190447	0.482586674	0.954460826
Aqu2.1.02838_001	0.805749009	0.415908851	0.350724222
Aqu2.1.02844_001	1.911712416	1.478029211	1.033000509
Aqu2.1.02845_001	1.336645102	2.519065577	0.720408259
Aqu2.1.02848_001	1.091383779	1.048846789	0.964250665
Aqu2.1.02854_001	0.545654342	0.615954823	0.693374941
Aqu2.1.02856_001	2.270742055	0.807129741	2.36403009
Aqu2.1.02857_001	2.122900331	1.788650727	2.525508679
Aqu2.1.02865_001	1.476441962	1.615180257	1.562208963
Aqu2.1.02869_001	2.54123213	4.102587289	4.003337402
Aqu2.1.02870_001	0.70032174	0.60756705	0.624471241
Aqu2.1.02873_001	1.009263794	0.965969568	1.021680303
Aqu2.1.02874_001	1.490140665	0.579862578	0.636537958
Aqu2.1.02880_001	1.231301648	1.547109329	1.241571298
Aqu2.1.02881_001	2.523475797	0.6795105	0.500326654
Aqu2.1.02882_001	1.244824287	0.711631837	0.350724222
Aqu2.1.02884_001	0.923006024	1.135105164	1.05054346
Aqu2.1.02885_001	1.523682185	0.531898787	1.60265665
Aqu2.1.02887_001	1.123016952	1.537960537	1.971820413
Aqu2.1.02888_001	2.024934186	1.058269275	0.548679421
Aqu2.1.02892_001	2.385183244	2.603556936	2.371188725
Aqu2.1.02893_001	0.645052312	0.975011132	0.984588614
Aqu2.1.02899_001	1.408624398	0.639109812	0.996478954
Aqu2.1.02902_001	1.201616062	0.581361194	0.514417516
Aqu2.1.02905_001	2.470604437	3.327864097	3.347423187
Aqu2.1.02906_001	1.398568174	1.011044062	1.241571298
Aqu2.1.02907_001	0.531440344	1.196182074	0.829817992
Aqu2.1.02913_001	2.946982261	3.437969925	3.960299239
Aqu2.1.02916_001	0.771149652	0.509201841	2.985133608
Aqu2.1.02920_001	0.720039367	0.4780869	1.728648948
Aqu2.1.02922_001	3.496261471	1.739943065	2.562371919
Aqu2.1.02930_001	1.091330068	2.546940138	2.163377162
Aqu2.1.02932_001	1.900180793	0.821573698	1.219635502
Aqu2.1.02940_001	0.513498082	0.601210686	1.546534429
Aqu2.1.02946_001	3.135779199	3.117425889	4.745987224
Aqu2.1.02948_001	1.876641255	0.40222788	1.082821157
Aqu2.1.02955_001	1.067520255	2.132295567	1.197041162
Aqu2.1.02959_001	0.591396237	0.672057083	0.996577773
Aqu2.1.02960_001	1.652436542	0.809955995	0.549231574
Aqu2.1.02961_001	2.168120564	1.301370007	1.871572003
Aqu2.1.02962_001	3.1925904	1.30558601	1.159564744
Aqu2.1.02965_001	0.570178882	0.634349688	1.128523582
Aqu2.1.02966_001	2.158255268	0.96952077	1.865239401
Aqu2.1.02967_001	1.978071358	1.236487254	1.467936504
Aqu2.1.02969_001	0.970343054	0.763188683	1.916425032
Aqu2.1.02972_001	1.532010279	1.733591615	2.003751327
Aqu2.1.02975_001	1.719861118	2.430168433	1.476577949
Aqu2.1.02983_001	1.031545386	0.651853145	0.664019948
Aqu2.1.02985_001	1.541341935	1.717552637	0.500326654
Aqu2.1.02986_001	1.688460695	1.640539691	1.184247036
Aqu2.1.02988_001	1.996353599	2.30619486	2.247534074
Aqu2.1.02992_001	0.671940246	1.475650428	0.350724222
Aqu2.1.02995_001	0.657574895	0.891829645	1.892447495
Aqu2.1.02997_001	0.872304182	1.197678144	0.500326654
Aqu2.1.02998_001	0.842145802	0.71100067	0.350724222
Aqu2.1.03002_001	1.12964716	1.057195433	0.624693861
Aqu2.1.03003_001	2.111578749	2.776509777	2.461526618
Aqu2.1.03004_001	3.364591667	1.891105113	1.741834901
Aqu2.1.03008_001	0.835547774	0.571439237	0.55913746
Aqu2.1.03009_001	0.869470392	0.699852428	0.823201213
Aqu2.1.03010_001	6.462389361	6.472248453	6.090193837
Aqu2.1.03011_001	0.878182285	2.853465209	2.20559964
Aqu2.1.03013_001	0.350724222	1.502736088	0.897713471
Aqu2.1.03014_001	0.88675253	1.786644456	1.72228044
Aqu2.1.03017_001	0.513498082	1.245106456	0.822251184
Aqu2.1.03018_001	0.789759005	0.508453844	0.624693861
Aqu2.1.03019_001	3.641643727	3.235991966	3.453957202
Aqu2.1.03021_001	1.617757879	1.1944726	2.085413544
Aqu2.1.03022_001	1.530822896	1.020243741	1.207151842
Aqu2.1.03032_001	1.032852978	0.696740026	0.623743833
Aqu2.1.03033_001	2.935647743	3.330239842	2.974920608
Aqu2.1.03035_001	1.268160974	1.636158648	0.860512942
Aqu2.1.03037_001	0.956559046	0.761595977	1.145993948
Aqu2.1.03039_001	1.256565958	0.525564644	1.425760056
Aqu2.1.03042_001	0.350724222	0.720772551	0.55913746
Aqu2.1.03043_001	0.593615096	1.631759718	0.514417516
Aqu2.1.03047_001	1.335765956	1.856169033	0.864901899
Aqu2.1.03048_001	4.539210661	2.821771092	4.087357755
Aqu2.1.03049_001	3.622917551	1.356227881	2.350084459
Aqu2.1.03050_001	0.635439826	1.866635817	1.276693904
Aqu2.1.03051_001	1.634054492	0.812895072	0.624471241
Aqu2.1.03052_001	3.630379308	2.439049757	2.348214701
Aqu2.1.03053_001	3.177213762	4.112523378	3.33393781
Aqu2.1.03055_001	1.337046469	2.330849639	2.237308139
Aqu2.1.03056_001	1.115131028	1.062221006	0.774073673
Aqu2.1.03063_001	0.57256172	0.813680385	0.897490852
Aqu2.1.03066_001	1.126496943	1.305024872	1.117970807
Aqu2.1.03067_001	2.190034982	0.76682045	1.266266081
Aqu2.1.03070_001	0.905390118	0.979624621	1.323172717
Aqu2.1.03071_001	3.391456883	2.313855929	2.39594204
Aqu2.1.03073_001	1.220150155	1.945505713	0.86580853
Aqu2.1.03074_001	2.497418338	0.970637187	1.696618769
Aqu2.1.03080_001	2.17634738	1.04937252	0.350724222
Aqu2.1.03081_001	2.203914612	1.776814787	0.988111124
Aqu2.1.03082_001	1.311667489	0.40861581	0.500326654
Aqu2.1.03083_001	0.468078445	0.853685195	0.500326654
Aqu2.1.03085_001	5.204019047	4.977088904	5.035273996
Aqu2.1.03086_001	1.484755106	0.458369555	0.350724222
Aqu2.1.03087_001	1.562122213	0.350724222	0.624471241
Aqu2.1.03098_001	0.498878231	1.726881932	0.350724222
Aqu2.1.03099_001	0.935945649	0.587310281	0.55913746
Aqu2.1.03103_001	1.726704058	3.372112717	2.745126275
Aqu2.1.03104_001	0.786906916	0.806654722	0.89472267
Aqu2.1.03105_001	0.483111431	0.935785926	1.159060888
Aqu2.1.03106_001	0.698142533	0.799999826	0.747186773
Aqu2.1.03109_001	2.021942223	1.599806075	1.962404221
Aqu2.1.03110_001	0.738524888	1.342965351	0.78614039
Aqu2.1.03111_001	0.707060655	0.594425736	0.624471241
Aqu2.1.03112_001	1.408862786	1.489585056	1.228050798
Aqu2.1.03113_001	0.855467545	0.585510373	0.804891345
Aqu2.1.03121_001	0.797908662	0.619119366	0.578145714
Aqu2.1.03122_001	0.919767708	1.285278554	1.211226831
Aqu2.1.03125_001	2.583750759	1.658732964	1.700774494
Aqu2.1.03128_001	0.737681837	1.620284856	1.420203518
Aqu2.1.03131_001	1.154609476	3.005572474	1.434848751
Aqu2.1.03137_001	0.835696122	0.614925986	0.636537958
Aqu2.1.03146_001	0.860668345	1.276881723	0.722830754
Aqu2.1.03149_001	2.089731363	2.82407808	2.622800214
Aqu2.1.03151_001	0.350724222	0.797073861	0.514417516
Aqu2.1.03152_001	3.193371261	3.167393072	3.575705849
Aqu2.1.03153_001	1.64413447	2.97805688	1.17867898
Aqu2.1.03157_001	0.804113806	0.773335996	0.995350011
Aqu2.1.03161_001	2.322186498	3.470335146	3.388115105
Aqu2.1.03163_001	1.319263633	1.268327902	0.851892733
Aqu2.1.03165_001	0.455251659	0.546276629	0.911227426
Aqu2.1.03167_001	1.466797807	2.37622698	2.337311856
Aqu2.1.03174_001	1.040606574	1.038375497	1.165851931
Aqu2.1.03176_001	1.138162219	0.737705027	0.6023965
Aqu2.1.03179_001	1.448719415	0.350724222	0.350724222
Aqu2.1.03180_001	3.417666904	5.653569922	3.380329219
Aqu2.1.03182_001	1.404985138	1.572604507	1.384573674
Aqu2.1.03183_001	1.738014152	1.530418509	1.462847446
Aqu2.1.03185_001	1.119720362	0.422242994	0.624471241
Aqu2.1.03190_001	0.99654224	0.501083243	0.350724222
Aqu2.1.03192_001	2.521929375	0.845660008	1.290157062
Aqu2.1.03196_001	0.616863946	0.983712143	0.667301178
Aqu2.1.03197_001	1.616862998	0.890237061	0.966752379
Aqu2.1.03198_001	0.645885291	1.018047168	0.736438846
Aqu2.1.03200_001	1.561555573	1.581149907	0.886041278
Aqu2.1.03201_001	0.736770271	2.032583999	1.533485621
Aqu2.1.03205_001	1.236872731	0.91260734	0.832884479
Aqu2.1.03206_001	0.618025519	0.718898888	0.624471241
Aqu2.1.03208_001	1.358705506	1.083340918	1.162552344
Aqu2.1.03209_001	4.467815298	2.10804485	2.595836379
Aqu2.1.03210_001	1.357268598	1.798815889	1.781645133
Aqu2.1.03211_001	2.391367999	2.473325546	1.384642765
Aqu2.1.03213_001	2.608820499	4.335378843	3.200760602
Aqu2.1.03214_001	1.535096188	1.935772199	3.304298771
Aqu2.1.03217_001	3.769183354	1.1701241	1.077878005
Aqu2.1.03218_001	2.198666731	2.607703197	2.378676751
Aqu2.1.03224_001	0.733315821	0.894000986	0.6023965
Aqu2.1.03225_001	0.617622884	1.181334779	0.664019948
Aqu2.1.03226_001	1.501221051	1.138384187	0.500326654
Aqu2.1.03228_001	0.776639334	1.467423637	0.776100913
Aqu2.1.03232_001	2.368769787	1.21319596	1.880459977
Aqu2.1.03233_001	4.560082829	1.274090348	2.274168465
Aqu2.1.03234_001	1.14508385	0.643882873	0.350724222
Aqu2.1.03235_001	1.151923211	0.925655942	0.636537958
Aqu2.1.03240_001	0.985306641	2.236645072	1.800561946
Aqu2.1.03244_001	0.993464843	0.786512617	0.692322327
Aqu2.1.03247_001	0.961387744	2.344295089	0.861975146
Aqu2.1.03249_001	2.244062371	1.489994957	1.919775943
Aqu2.1.03251_001	1.611521996	1.765544735	3.860765345
Aqu2.1.03252_001	0.813259349	0.889697433	0.350724222
Aqu2.1.03254_001	0.662034389	0.705417998	1.49231374
Aqu2.1.03258_001	1.109412725	1.01642243	1.039109404
Aqu2.1.03261_001	1.50015449	2.08207169	2.028929979
Aqu2.1.03263_001	2.090320774	2.730390106	2.537961429
Aqu2.1.03266_001	0.350724222	1.055112704	0.350724222
Aqu2.1.03267_001	1.063860615	0.640717205	0.350724222
Aqu2.1.03274_001	1.904236393	2.159134624	2.130167327
Aqu2.1.03275_001	3.192540987	3.434986667	2.03725788
Aqu2.1.03276_001	1.184029224	1.800708525	0.804858394
Aqu2.1.03280_001	2.921527696	2.780770117	1.577280736
Aqu2.1.03284_001	0.875856244	0.653005571	0.500326654
Aqu2.1.03285_001	2.057162081	3.152692912	2.061651163
Aqu2.1.03286_001	0.876900869	1.552743029	0.776100913
Aqu2.1.03290_001	4.778027978	1.716478116	1.881561512
Aqu2.1.03293_001	1.814844011	1.115614347	1.790262593
Aqu2.1.03294_001	0.514557513	0.911264452	0.776100913
Aqu2.1.03295_001	1.02617972	0.350724222	0.350724222
Aqu2.1.03297_001	2.056740122	3.036177206	2.380061309
Aqu2.1.03299_001	3.246498855	1.306307013	1.168469689
Aqu2.1.03300_001	0.57787975	0.605346656	0.350724222
Aqu2.1.03303_001	1.069522755	0.782100942	0.936653559
Aqu2.1.03304_001	0.532351909	0.729960572	0.851165325
Aqu2.1.03306_001	0.679371942	0.874664906	1.030839678
Aqu2.1.03312_001	2.075808363	0.757310087	1.198080875
Aqu2.1.03313_001	1.325877632	0.592595327	1.289212433
Aqu2.1.03315_001	5.251150297	3.582887362	4.365413191
Aqu2.1.03316_001	1.714371284	0.486735018	0.514417516
Aqu2.1.03317_001	0.689072851	0.82193508	0.698281853
Aqu2.1.03322_001	3.435267123	2.971472217	4.139055581
Aqu2.1.03326_001	0.350724222	0.976965571	0.350724222
Aqu2.1.03327_001	2.599105851	1.242884629	1.163148312
Aqu2.1.03331_001	1.896563059	1.060128224	1.132287451
Aqu2.1.03333_001	1.722790234	3.382317969	2.260997146
Aqu2.1.03335_001	3.107201205	1.416168183	1.842965139
Aqu2.1.03338_001	3.05691405	2.009272763	2.25420041
Aqu2.1.03339_001	0.618262105	0.40222788	0.936653559
Aqu2.1.03345_001	1.201096231	0.578164451	0.624471241
Aqu2.1.03347_001	1.947590173	2.125110788	1.375635992
Aqu2.1.03348_001	0.498878231	1.087834374	1.061184145
Aqu2.1.03350_001	0.775707241	0.977891129	0.6023965
Aqu2.1.03352_001	1.458431409	0.350724222	0.350724222
Aqu2.1.03355_001	1.221828424	1.23550349	1.313707632
Aqu2.1.03357_001	1.967789647	3.529034257	3.446252918
Aqu2.1.03360_001	1.401323432	0.437977846	0.549231574
Aqu2.1.03361_001	3.73669184	1.3824257	1.652949187
Aqu2.1.03363_001	0.350724222	0.645609224	1.484353854
Aqu2.1.03364_001	0.930808548	1.41605728	1.183304588
Aqu2.1.03365_001	0.94449451	1.381228673	1.38427167
Aqu2.1.03366_001	1.989566904	0.826842102	1.288117478
Aqu2.1.03370_001	3.560803413	1.140019883	1.966703781
Aqu2.1.03377_001	0.616232453	0.7328838	0.350724222
Aqu2.1.03379_001	1.503670161	2.776459352	2.593281289
Aqu2.1.03384_001	0.611062028	0.5398857	1.478577166
Aqu2.1.03386_001	2.030717015	0.928105046	1.623506635
Aqu2.1.03387_001	4.939570315	4.281169002	3.869482221
Aqu2.1.03388_001	0.57787975	1.240050118	1.348670834
Aqu2.1.03396_001	1.897398204	2.980325104	3.262692269
Aqu2.1.03399_001	2.895171115	1.499599816	1.522074627
Aqu2.1.03400_001	2.270529265	0.793184746	1.10590409
Aqu2.1.03407_001	2.29524497	3.051473259	2.597943027
Aqu2.1.03409_001	2.981758073	0.847689228	0.841924759
Aqu2.1.03411_001	2.1519372	4.393414547	3.633298342
Aqu2.1.03415_001	3.514119223	3.508024477	3.257946229
Aqu2.1.03418_001	1.538132322	2.328553084	2.033937681
Aqu2.1.03420_001	2.444755536	1.356842492	1.464801418
Aqu2.1.03421_001	1.141035715	1.098668551	0.678436929
Aqu2.1.03422_001	5.997742668	1.447378325	1.606525964
Aqu2.1.03423_001	1.706511414	1.256903611	1.41072608
Aqu2.1.03424_001	4.273878843	5.070741086	4.653661492
Aqu2.1.03425_001	0.513498082	1.50990344	1.102837603
Aqu2.1.03427_001	1.992322168	1.210216202	1.26136445
Aqu2.1.03428_001	3.616944929	0.592554465	0.624693861
Aqu2.1.03429_001	1.474010993	1.812487938	1.107362506
Aqu2.1.03430_001	2.474996963	0.614101198	1.398009381
Aqu2.1.03434_001	0.605739522	0.607165048	0.350724222
Aqu2.1.03439_001	0.901235054	0.688042481	1.049847932
Aqu2.1.03442_001	2.528339542	2.379883599	3.063604801
Aqu2.1.03445_001	0.962874273	0.500128469	0.549231574
Aqu2.1.03448_001	1.789558878	0.923484656	1.521470168
Aqu2.1.03449_001	0.600640808	0.560164861	0.350724222
Aqu2.1.03450_001	1.753390322	1.881815248	1.609792671
Aqu2.1.03458_001	1.380213329	0.525564644	0.55913746
Aqu2.1.03462_001	0.513498082	0.612085961	1.783444014
Aqu2.1.03464_001	0.780329311	1.111479956	1.326266134
Aqu2.1.03471_001	1.164942659	0.40186426	0.83504531
Aqu2.1.03472_001	1.502917552	1.187025807	0.917464067
Aqu2.1.03477_001	1.135740288	0.507438459	0.350724222
Aqu2.1.03480_001	3.749393174	3.09889166	2.516705352
Aqu2.1.03483_001	0.549312154	0.648968331	1.070462847
Aqu2.1.03484_001	1.113134276	1.280606	2.017056981
Aqu2.1.03488_001	1.774194303	2.221369859	2.755616257
