	Cleavage	Brown	Mid	Late/Larvae	Metam	Adult
Aqu2.1.00001_001	0.10897917	0.141631625	0.424867634	0.072535581	0.32039795	0.215858426
Aqu2.1.00002_001	0	0	0.094898438	0.126457486	0.428676821	0.119545699
Aqu2.1.00003_001	0	0	0.049441049	0	0.901919664	0
Aqu2.1.00004_001	0	0	0	0	0.029765838	0.061004051
Aqu2.1.00005_001	0	0	0.223110648	0.101015405	0.268857353	0.39686893
Aqu2.1.00006_001	0.301052298	0	0.491123759	0.52547394	0.220187536	0
Aqu2.1.00007_001	0	0.083318294	0	0	0	0
Aqu2.1.00010_001	0	0	0.010328839	0.076588157	0	0
Aqu2.1.00011_001	4.269221759	0.546682446	0.412031323	0.293343422	0.400367071	0.563762876
Aqu2.1.00013_001	0	0	0	0	0.06164302	0.154854375
Aqu2.1.00014_001	2.235582623	6.239519251	5.588860924	8.976973793	3.7651493	5.865204217
Aqu2.1.00015_001	9.867808897	10.59806769	28.97721611	34.84159035	124.1747238	130.3330743
Aqu2.1.00017_001	0.17322894	0	0.092422206	0.008501911	0.024953402	0.103279368
Aqu2.1.00018_001	3.314417832	21.5340973	142.6662179	73.42110402	4.531602878	10.11089817
Aqu2.1.00019_001	0.549668597	0.363592027	0	0.027861474	0.161988256	0
Aqu2.1.00020_001	1.281261313	0.233244965	0	0	0	0
Aqu2.1.00021_001	2.600719867	6.831361619	4.232207092	1.183407221	3.054623305	5.381134134
Aqu2.1.00022_001	0.301052298	0	0	0	0	0
Aqu2.1.00023_001	0.988304438	0.202525411	0.819651697	0.909642785	0.685232192	0.692930557
Aqu2.1.00024_001	2.547328299	0.094603012	0	0	0	0
Aqu2.1.00025_001	0.139637129	0.047210542	0.076635075	0.277396686	0.179159737	0.134379073
Aqu2.1.00026_001	1.019628894	1.79507154	1.034068789	1.382589137	2.206483932	3.771580137
Aqu2.1.00027_001	1.538797165	0.202525411	0.768403719	0.282908471	0.403776654	0.103279368
Aqu2.1.00029_001	3.083685977	3.90458622	1.185204123	1.772108341	6.318722215	6.546906442
Aqu2.1.00030_001	3308.707502	1309.203636	897.218109	349.5382928	589.9312518	133.3676335
Aqu2.1.00031_001	0	0.161066616	0.261500612	0.120521833	0.291480263	0.135968836
Aqu2.1.00032_001	0	0	0	0	0.029202341	0.099235884
Aqu2.1.00034_001	0	0	0	0.041415187	0.10714128	0.061004051
Aqu2.1.00035_001	0	0	0	0	0	0.073375022
Aqu2.1.00036_001	1.72463062	0.81585339	0.98654714	1.695529256	13.79112355	11.46337155
Aqu2.1.00037_001	2.017145371	0.083318294	0.802685753	1.458509078	0.96899049	5.83196431
Aqu2.1.00038_001	0	0	0	0.023326168	0.45665206	0.337208362
Aqu2.1.00039_001	0.321790908	0.792369592	0.481148384	0.775381599	8.19597316	17.65219742
Aqu2.1.00040_001	0.301052298	0.607576233	0	0	0	0
Aqu2.1.00041_001	0	0	0	0	0.117801365	0
Aqu2.1.00042_001	1.064052349	0.630000741	0.138527265	0.57915479	0.958494993	0.787380096
Aqu2.1.00043_001	0	0	0.010328839	0	0.509387966	0.393854892
Aqu2.1.00044_001	0	0.550779855	0.40772372	0.088410341	0.172688233	0.077427188
Aqu2.1.00045_001	6.529527701	4.096008925	1.762288327	2.501464202	2.634308564	3.180802328
Aqu2.1.00046_001	1.912199943	0.336374523	0.051942034	0.151870562	0.070840566	0.15080221
Aqu2.1.00047_001	0.194126713	0.655005705	0.320864079	0	0.174517783	0.061004051
Aqu2.1.00048_001	3.563900241	2.34738734	1.170392607	2.759634325	3.957732816	1.901663948
Aqu2.1.00049_001	13.8046578	2.239392632	5.41600698	6.64470379	2.327795064	0.43613889
Aqu2.1.00050_001	0	0	0.019935034	0	0	0
Aqu2.1.00051_001	0.424554716	1.012627054	0	0	0.115174271	0
Aqu2.1.00052_001	1.066625649	0.083318294	0.041315355	0	0.520903091	0.073375022
Aqu2.1.00053_001	2.53718799	0.172169405	0.21787463	0	0.176612875	0.117083296
Aqu2.1.00054_001	0.688465094	0.511351671	0.470276935	0.046485127	0.149614846	0.13191667
Aqu2.1.00055_001	1.114202812	1.986485579	3.635212369	4.02958364	5.005593947	1.204247298
Aqu2.1.00056_001	0.424554716	0	0.213701305	0.077135408	0.093422865	0
Aqu2.1.00057_001	1.789445593	0.738869475	0.349242191	0.381304219	0.275916862	0.073375022
Aqu2.1.00058_001	0	0	0.010328839	0.031744474	0.116099979	0.275890274
Aqu2.1.00059_001	0.301052298	0	0.098502173	0	0.028474652	0.245985928
Aqu2.1.00060_001	2.113716493	1.859140669	2.135667451	1.421005222	0.666525174	0.769555928
Aqu2.1.00061_001	0	0.461151612	0.160009854	0.299652527	1.2411601	0.245985928
Aqu2.1.00062_001	0	0	0.029983114	0	0	0
Aqu2.1.00063_001	0.085147544	0	0.017977667	0.019241545	0	0
Aqu2.1.00064_001	2299.859298	269.6517311	518.0874474	266.2785268	314.8507595	195.4991654
Aqu2.1.00065_001	1.414030739	0.083318294	0.288533814	0.170778979	0.153102753	0.154854375
Aqu2.1.00066_001	0.054489585	0.642029492	0.123912644	0.505829943	0.336744251	0.161821016
Aqu2.1.00067_001	0.10897917	0	0	0	0	0.061004051
Aqu2.1.00070_001	3.559671862	2.505372257	0.766549768	0.832400294	1.019773505	0.794767305
Aqu2.1.00071_001	0	0	0	0	0	0.061004051
Aqu2.1.00072_001	0	0	0	0.024635629	0	0
Aqu2.1.00073_001	0	0.249954883	0.021814842	0.111306713	2.370663211	14.73641897
Aqu2.1.00074_001	0.355541883	0.75606734	0.108582763	0.520356341	0.482523738	0.669992852
Aqu2.1.00075_001	2.019818766	0.405050822	0	0.060248964	0.125483036	0.206558736
Aqu2.1.00077_001	0	0	0.054054192	0	0	0.297707651
Aqu2.1.00078_001	0	0	0	0	0.029202341	0
Aqu2.1.00079_001	0.381427094	2.046088884	0.835496313	0.691600095	1.445698872	0.883380193
Aqu2.1.00080_001	0	0	0.020657677	0.076588157	0	0
Aqu2.1.00081_001	0.227718525	0.047210542	0.200391113	0.023242564	0.121544192	0
Aqu2.1.00082_001	0	0	0	0	0.027008692	0
Aqu2.1.00085_001	1.259140901	1.738143532	0.781797581	0.286501403	1.635073891	0.346185334
Aqu2.1.00086_001	0.510885262	0.124958863	0.03893895	0.1284106	0.248908111	0
Aqu2.1.00087_001	0	0.380446717	0.089753002	0.177563828	0.17443982	0
Aqu2.1.00088_001	1.144156116	2.363437935	0.971629206	1.527168142	0.96035017	3.082402808
Aqu2.1.00089_001	0.054489585	0	0.051942034	0.077758278	0	0
Aqu2.1.00090_001	0	0	0	0	0.080474878	0
Aqu2.1.00091_001	0	0.047210542	0.322773227	0.179220627	0.147482157	0.058541648
Aqu2.1.00092_001	0	0	0	0	0.0591474	0
Aqu2.1.00093_001	0	0	0	0	0.029765838	0
Aqu2.1.00094_001	5.287743175	17.22539752	31.22415752	9.771138983	6.98931075	55.68466198
Aqu2.1.00095_001	4.20244224	4.577824646	1.045322863	2.298698452	2.046948668	4.601614303
Aqu2.1.00096_001	56.83425902	23.71975008	33.45982245	70.53909784	78.44983635	40.17523592
Aqu2.1.00097_001	0.054489585	0.083318294	0	0.019241545	0.08741978	0
Aqu2.1.00098_001	5.552405785	0.077748322	0.910820629	2.980345305	2.29883766	0.263519303
Aqu2.1.00099_001	0.579485924	2.247489619	1.286746408	1.611411553	2.99538256	3.864446273
Aqu2.1.00100_001	13.68294495	20.26614764	6.195604553	4.054718207	13.74338422	11.96174735
Aqu2.1.00101_001	0	0	0	0	0.016125004	0
Aqu2.1.00102_001	3.34736294	7.765184454	4.401123849	0.845281337	9.2982822	11.3023421
Aqu2.1.00103_001	1.646523745	0.482799143	0.24489375	0.251275892	0.942361213	0.061004051
Aqu2.1.00104_001	0	0.18087788	0.010328839	0	0	0
Aqu2.1.00105_001	0.470506755	0	0	0	0	0
Aqu2.1.00106_001	0	0	0.022638037	0	0.045582157	0
Aqu2.1.00107_001	0	0	0.158466257	0.040421558	0.139600442	0.146750044
Aqu2.1.00108_001	0.602104596	0	0	0	0	0
Aqu2.1.00109_001	0	0	0	0	0.016125004	0
Aqu2.1.00110_001	0	0	0	0	0.054352226	0
Aqu2.1.00111_001	0.643581816	0	0	0.041963957	0	0
Aqu2.1.00112_001	0.163468755	0	0.041613195	0	0.029765838	0
Aqu2.1.00113_001	0.301052298	0.155496643	0.039145812	0.014698192	0.181766806	0
Aqu2.1.00114_001	0	0	0	0.166394944	0	0.061004051
Aqu2.1.00115_001	0.442156353	0.094603012	0	0.093283198	0.537009946	0.967838538
Aqu2.1.00116_001	0.631402209	0.047210542	0	0.021602439	0.069553058	0
Aqu2.1.00117_001	1.150161731	0.083318294	0.111661353	0.165791307	0.726038638	0.202515252
Aqu2.1.00118_001	0.472814312	0.083318294	0.22028648	0.179255861	0.679815186	0.334440603
Aqu2.1.00120_001	2.638208609	0.130528836	0.010328839	0.037940756	0.369918004	0.099235884
Aqu2.1.00121_001	2.154474943	0.566117438	0.169682963	0.045270492	0.285191123	0.077427188
Aqu2.1.00122_001	0.301052298	0.077748322	0.041315355	0.060656731	0	0
Aqu2.1.00123_001	0	0	0.057633946	0.023326168	0	0
Aqu2.1.00124_001	0.054489585	0	0.029983114	0.039360271	0.193043345	0
Aqu2.1.00126_001	0.054489585	0	0	0	0.125918189	0.058541648
Aqu2.1.00127_001	18.52434936	12.96936361	12.65923578	6.278925893	3.814452901	3.743569396
Aqu2.1.00128_001	0	0	0	0	0.024953402	0
Aqu2.1.00129_001	2.446695667	0.875274457	0.657444809	2.22485569	0.528111178	0.215858426
Aqu2.1.00130_001	0	0.24438491	0.282511602	0.014698192	0.086504847	0
Aqu2.1.00131_001	12.3187661	2.039896104	1.367662088	2.473227436	1.504190775	1.26111547
Aqu2.1.00132_001	0.92091673	1.880379074	2.033616421	1.658553346	8.738565777	20.63560942
Aqu2.1.00133_001	0	0.047210542	0.021210266	0	0.129557497	0
Aqu2.1.00134_001	0.765573351	0.189206023	0.177410502	0.242417999	35.05196661	13.16274969
Aqu2.1.00135_001	0.163468755	0	0.262201971	0.590854441	0.629085234	0.81420448
Aqu2.1.00136_001	0	0	0	0	0.016125004	0
Aqu2.1.00137_001	0	0	0	0	0.039267122	0
Aqu2.1.00138_001	1.459651824	0.741425345	0.641099494	0.603732238	0.531349652	0.473332595
Aqu2.1.00139_001	0.085147544	0.083318294	0.086192975	0.014220502	0.06460425	0.058541648
Aqu2.1.00140_001	0	0	0.137891184	0.014220502	0.086077588	0.103279368
Aqu2.1.00141_001	8.811254614	7.855087003	12.33053171	13.5692239	14.05723036	15.37614721
Aqu2.1.00142_001	1.327711611	1.754046702	2.219335813	1.110737383	0.111254156	0.077427188
Aqu2.1.00143_001	0	0	0	0.019241545	0.045693372	0
Aqu2.1.00144_001	0	0	0	0	0.153960737	4.862558302
Aqu2.1.00145_001	0.880538222	0.233244965	0.175539305	0.135631761	0.484275568	0.358711702
Aqu2.1.00146_001	0.301052298	0	0.06096963	0.026455466	0.025337128	0
Aqu2.1.00147_001	0.340590175	0	0.143845179	0.366288888	0.104562733	0.058541648
Aqu2.1.00148_001	3.119446015	1.434399084	0.945698311	0.382703079	0.472766759	0.297789851
Aqu2.1.00149_001	0	0	0.096181432	0.038926949	0	0
Aqu2.1.00150_001	30.58997732	29.73081937	19.60183713	12.91822729	6.901872039	5.442345499
Aqu2.1.00151_001	0.656594181	0.275298963	0.127545912	0.450745905	2.455081667	0.508475784
Aqu2.1.00152_001	0.492085995	0.161066616	0.12114021	0.266712579	0.147509883	0.058541648
Aqu2.1.00153_001	5.346081022	1.442569731	1.621909127	0.787737085	2.061586735	1.037500389
Aqu2.1.00154_001	0.139637129	0.077748322	0.080623906	0.141337701	0.174045501	0
Aqu2.1.00155_001	0	0.094421083	0.336711929	0	0.016125004	0.50411099
Aqu2.1.00156_001	0.602104596	0	0	0.164940575	0	0
Aqu2.1.00157_001	0	0	0	0	0.039267122	0
Aqu2.1.00158_001	0.301052298	0.047210542	0.010328839	0	0	0
Aqu2.1.00159_001	2.543892773	0.219379946	0.05388912	0.023326168	0	0.103279368
Aqu2.1.00160_001	0.424554716	0	0.010328839	0	0.05748975	0
Aqu2.1.00161_001	0.054489585	0	0	0	0.080821274	0
Aqu2.1.00162_001	0	0.155496643	0	0	0	0
Aqu2.1.00163_001	0.999123699	1.649561211	0.463687377	0.560372504	0.497028986	0.286291521
Aqu2.1.00165_001	0.25984341	1.022169882	1.734774297	0.868419726	0.918850128	0.498106463
Aqu2.1.00166_001	2.111372679	1.866456282	1.91153905	1.070149413	1.825014006	1.878392
Aqu2.1.00168_001	0.139637129	0	0.097074402	0	0.054539469	0
Aqu2.1.00169_001	0.10897917	0.077748322	0	0	0	0
Aqu2.1.00170_001	0	0.083318294	0.050198906	0.292657937	0.559315528	0.653001023
Aqu2.1.00171_001	0	0	0	0	0.045140101	0
Aqu2.1.00172_001	0	6.232642424	1.797240536	4.096866257	5.730908367	1.9071896
Aqu2.1.00173_001	0	0	0.088357979	0	0	0
Aqu2.1.00174_001	0	0	0.045276073	0	0	0.198471767
Aqu2.1.00175_001	0	0	0.045276073	0	0	0
Aqu2.1.00177_001	1.126268178	0	0.079740135	0.041415187	0.108083983	0.319598547
Aqu2.1.00178_001	4.873744472	5.181572507	1.611875954	2.487454015	4.863154557	5.410526415
Aqu2.1.00179_001	0.433072349	0.861392964	0.260144044	0.12383621	0.138205944	1.706446111
Aqu2.1.00180_001	0.085147544	0.077748322	0.247334196	0.165384435	0.339199065	0.315085629
Aqu2.1.00181_001	1.977393371	0.094603012	1.007250031	0.378193248	0.607633786	0.375134839
Aqu2.1.00182_001	0	0.202525411	0	0.060872838	0.159009414	0.099235884
Aqu2.1.00183_001	0	0.258626202	0.042420533	0.186694193	0.126105836	0.061004051
Aqu2.1.00184_001	0.054489585	0	0.088357979	0.030104349	0.177262979	0.058541648
Aqu2.1.00185_001	0	0	0	0.027861474	0.076403667	0.077427188
Aqu2.1.00186_001	0	0.077748322	0.126466192	0.086701044	0.492967708	0.298671173
Aqu2.1.00187_001	0	0	0.010328839	0.056882009	0	0
Aqu2.1.00188_001	0	0	0.098686818	0	0	0
Aqu2.1.00190_001	0.10897917	1.177447594	0.232802353	0.259614222	0.743147094	0.555529191
Aqu2.1.00191_001	0	0	0	0	0	0.058541648
Aqu2.1.00192_001	0.424554716	0	0.04679464	0	0	1.397129945
Aqu2.1.00193_001	0	0	0	0	0.029202341	0.073375022
Aqu2.1.00194_001	0.557121224	0.177739378	0.286307295	0.444028981	1.022529912	0.324837391
Aqu2.1.00195_001	2.71941902	0.333273178	0.167181328	0.632344529	0.429228417	0.073375022
Aqu2.1.00196_001	0	0	0	0.076588157	0.022846686	0
Aqu2.1.00197_001	0.424554716	0	0	0.129920655	0	0.237658441
Aqu2.1.00198_001	28.57345738	17.75697761	8.782675206	10.12182829	17.53778778	15.76408181
Aqu2.1.00199_001	0	0	0.021210266	0.091234339	0.105550594	0
Aqu2.1.00200_001	0.054489585	0.499471905	0.447041298	0.229764471	0.466155461	0.512281671
Aqu2.1.00201_001	0.50970226	0.047210542	0.028816973	0	0.070840566	0.073375022
Aqu2.1.00202_001	2.169566251	0.955086487	0.292956086	0.892715109	2.455267535	7.639163835
Aqu2.1.00203_001	0.849109433	3.164751986	0.90037744	0.249517674	0.568230245	0.469125032
Aqu2.1.00205_001	0	0	0.059803489	0	0.752034048	23.71552497
Aqu2.1.00206_001	3.589931313	0.935424209	0.48728912	0.426114151	1.764048351	0.15080221
Aqu2.1.00207_001	73.4871977	224.3767665	161.7526101	77.01755424	197.9713645	138.9269208
Aqu2.1.00208_001	0.301052298	0	0.028816973	0.069727691	0.104342452	0.154854375
Aqu2.1.00209_001	0	0	0	0	0.0620582	0.058541648
Aqu2.1.00210_001	0	0	0	0.027861474	0	0
Aqu2.1.00212_001	0	0.297128423	0	0.013100528	0	0.172610906
Aqu2.1.00213_001	0.424554716	0	0.198741807	0.214091672	0.747301453	0.781318022
Aqu2.1.00214_001	0.903156895	0	0.151637501	0	0.335957159	0
Aqu2.1.00216_001	0	0.249954883	0.022638037	0.045270492	0	0
Aqu2.1.00217_001	1.163000304	0	0.88971554	3.522408583	4.058756541	0.656501553
Aqu2.1.00218_001	2.176821044	0.383585065	0.030986516	0.176190092	0.100758294	0
Aqu2.1.00219_001	0	0.155496643	0	0.023242564	0.086077588	0.198471767
Aqu2.1.00220_001	0.424554716	0	0.010328839	0	0.083194	0
Aqu2.1.00221_001	2.031540584	1.526967575	0.970393225	0.859111331	0.247683435	1.673049611
Aqu2.1.00222_001	0	0.047210542	0.035955333	0	0.405056219	0.058541648
Aqu2.1.00224_001	0	0	0	0	0.04799388	0.103279368
Aqu2.1.00225_001	0.301052298	0.077748322	0.010328839	0	0.041986244	0.15080221
Aqu2.1.00226_001	0.831493168	0.608158711	0.597963408	0.210099386	2.143590462	1.995258686
Aqu2.1.00227_001	0	0.188842166	0.031416155	0	0.236635811	0
Aqu2.1.00229_001	2.303295001	1.48013721	1.01721324	3.554570809	2.275455408	1.740576912
Aqu2.1.00230_001	0	0	0	0	0.029015098	0
Aqu2.1.00231_001	0	0	0.031416155	0	0	0
Aqu2.1.00232_001	0	0	0.010328839	0	0	0.058541648
Aqu2.1.00234_001	0	0	0	0	0.099710756	0.228229397
Aqu2.1.00235_001	2266.755069	287.7990228	83.64917297	17.67690277	14.7778171	10.18345456
Aqu2.1.00236_001	0.479044301	0.202525411	0.021210266	0.043006303	0.070882573	0.103279368
Aqu2.1.00237_001	0	0	0.088357979	0.076966178	0	0.061004051
Aqu2.1.00238_001	3.542640385	0.505769282	1.227165254	0.668249723	1.262600232	0.635879535
Aqu2.1.00239_001	6.783822374	0.517252403	0.463477088	1.543969622	2.698917189	2.146630015
Aqu2.1.00240_001	0	0.349908782	0.148779409	0.100388601	0.187106201	0.194510483
Aqu2.1.00241_001	0.301052298	0	0	0	0.041207757	0.099235884
Aqu2.1.00242_001	0.470506755	0	0	0	0	0
Aqu2.1.00243_001	22.25894546	13.96164578	4.407915544	1.426846995	1.978521564	0.67650742
Aqu2.1.00244_001	1.373663649	0.607576233	0.131826214	0.189989285	0.222144075	0.577641409
Aqu2.1.00245_001	0.333763842	0.155496643	0.192962248	1.269340007	0.501365909	0.624217005
Aqu2.1.00246_001	0.054489585	0	0	0	0.113975591	0.387135937
Aqu2.1.00247_001	1.893086458	1.936545822	2.052582206	0.844989862	0.953637362	2.396911892
Aqu2.1.00248_001	0.301052298	0	0	0	0.04799388	0
Aqu2.1.00249_001	0	1.524804721	7.021832759	1.351473489	0.100042907	0.255514534
Aqu2.1.00250_001	0.903156895	0	0.020609761	0	0.190452536	0.202515252
Aqu2.1.00251_001	0	0.18087788	0	0.036806498	0.125753598	0
Aqu2.1.00252_001	0	0.202525411	0	0	0	0
Aqu2.1.00253_001	29.14119731	12.46425277	4.273720045	8.163180423	12.47954953	28.35930206
Aqu2.1.00254_001	1.273664149	0	0.021210266	0.093304671	0	6.237014853
Aqu2.1.00256_001	1.182537731	1.524412218	1.74010191	0.813341296	1.117566147	1.12657305
Aqu2.1.00257_001	2.44856445	18.99999492	12.29595887	7.610878995	2.543177924	4.337783225
Aqu2.1.00258_001	18.30150518	16.03694156	5.486110024	4.706937909	10.96734925	7.558637462
Aqu2.1.00259_001	1.168899071	1.059505711	1.151742557	0.793484955	1.044245625	1.15639922
Aqu2.1.00260_001	0.663635204	2.069237113	1.234624056	0.939934025	4.055427183	3.345164859
Aqu2.1.00261_001	0.10897917	0.188842166	0	0.058792769	0.243072213	0.680929458
Aqu2.1.00262_001	0.21795834	0	0	0	0.058404682	0
Aqu2.1.00263_001	0.58545017	0	0.032066128	0.091626577	0.19627686	0.202515252
Aqu2.1.00264_001	0	0.083318294	0.109074211	0.189564068	0	0
Aqu2.1.00265_001	0.08661447	0	0	0	0.076215107	0.33744596
Aqu2.1.00266_001	0	0	0.51563116	1.221847347	0.372124236	0.305794619
Aqu2.1.00267_001	0	0	0.028306505	0	0	0
Aqu2.1.00268_001	0	0.36175576	0	0.164751564	0.310961921	0.371082673
Aqu2.1.00269_001	0.301052298	0	0.443631325	0	0.327204245	0
Aqu2.1.00270_001	0	0.18087788	0	0	0	0
Aqu2.1.00271_001	0.10897917	0	0	0	0.041207757	0.099235884
Aqu2.1.00272_001	0	0	0.055424809	0.313737864	0	0
Aqu2.1.00274_001	0.054489585	0	0.010328839	0	0	0
Aqu2.1.00276_001	0	0.047210542	0.010328839	0	0.098414521	0
Aqu2.1.00277_001	0	0	0	0	0.16858533	0
Aqu2.1.00278_001	0	0	0.020657677	0.057374076	0	0
Aqu2.1.00279_001	3.022156066	0.280273732	0	0.046778239	0	0
Aqu2.1.00280_001	0.464521053	0.405050822	0.110563122	0	0.416192825	0.799133081
Aqu2.1.00281_001	0	0.094421083	0.113071848	0.056715676	0.289475211	0.15080221
Aqu2.1.00282_001	0	0.36175576	0.079740135	0	0.362338254	0
Aqu2.1.00285_001	0	0	0.081137506	0.126457486	0	0
Aqu2.1.00286_001	0	0	0.017977667	0	0	0
Aqu2.1.00288_001	0.640801842	0	0.088783201	0.034047908	0	0
Aqu2.1.00289_001	0.940992053	0.18087788	0.11449948	0.09237351	0.022846686	0.058541648
Aqu2.1.00291_001	4.550328703	5.515350242	2.345406745	3.373980634	3.6178763	5.523680141
Aqu2.1.00293_001	1.327711611	0.54263364	0.242518278	0.135104648	0	0
Aqu2.1.00294_001	0.355541883	0	0.021814842	0.08275999	0.106492369	0.231152554
Aqu2.1.00295_001	0.301052298	0.18087788	0.086192975	0	0.106832894	0.103279368
Aqu2.1.00296_001	0.549668597	1.108407748	0.596407347	0.218993491	0.84143956	0.376098361
Aqu2.1.00297_001	0.596812133	0.310993286	0.516265114	0.262314036	0	0
Aqu2.1.00298_001	0	0	0.042420533	0	0	0
Aqu2.1.00299_001	1.451214029	0.358022054	0.229475827	0.14337249	0.638752488	0.486371821
Aqu2.1.00300_001	0	0	0.059769888	0	0.045582157	0.058541648
Aqu2.1.00301_001	53.75982548	31.97186983	17.46856797	11.26517477	51.64920684	51.99317699
Aqu2.1.00302_001	0	0.285843705	0.103161425	0.111445895	0.296069186	0.496179419
Aqu2.1.00304_001	0	0.202525411	0	0	0	0
Aqu2.1.00305_001	0.340590175	0	0.0778779	0.088291786	0.108270643	0.077427188
Aqu2.1.00306_001	0	0	0	0.019241545	0	0
Aqu2.1.00307_001	0.771559053	0	0.010328839	0.056302478	0	0
Aqu2.1.00308_001	0.780096599	0	0	0.023200103	0.093553577	0.099235884
Aqu2.1.00309_001	0.085147544	0	0.064383031	0.038856132	0.041986244	0
Aqu2.1.00310_001	1.50679536	2.153688791	0.700350052	2.019998831	0.835847348	0.675230288
Aqu2.1.00311_001	0.857547227	0	0	0	0.05029053	0
Aqu2.1.00312_001	0	0	0	0.122815119	0.190402833	0.099235884
Aqu2.1.00313_001	0	0	0	0.070374126	0.054352226	0
Aqu2.1.00314_001	0	0	0.020657677	0	0.062436961	0
Aqu2.1.00315_001	0	0	0	0	0	0.061004051
Aqu2.1.00316_001	8.012551553	1.060201298	0.580737993	0.337287967	1.153454068	0.17665439
Aqu2.1.00317_001	0.69442934	0.542435237	0.257922279	0.106712619	0.255878689	0
Aqu2.1.00318_001	0.163468755	0.836284289	0.543120979	0.073906888	1.953899331	0.465896519
Aqu2.1.00319_001	2.205363576	0.380446717	4.047847318	2.640382467	1.038120729	1.45943398
Aqu2.1.00320_001	0	0.077748322	0.032966875	0.071481802	0.084100802	0
Aqu2.1.00321_001	0.301052298	0.077748322	0	0	0.028474652	0
Aqu2.1.00322_001	0.10897917	0	4.457653851	33.86131562	7.873241138	23.17769219
Aqu2.1.00323_001	0	0	0.022638037	0.069978504	0.054352226	0
Aqu2.1.00324_001	3.181476626	3.858453946	0.663713036	0.545342696	0.465655779	0.793558912
Aqu2.1.00325_001	0.424554716	1.620203287	0	0.252914972	0.740381881	0.613198198
Aqu2.1.00326_001	0.054489585	0	0.020657677	0	0	0
Aqu2.1.00327_001	1.975051614	4.912120513	15.81545405	8.697851448	2.34572084	5.612407299
Aqu2.1.00328_001	3.222495542	2.549480637	1.04358113	1.538790052	2.612846249	3.286627386
Aqu2.1.00329_001	1.582543271	2.356391768	1.50154994	2.625058577	3.668173822	2.798799004
Aqu2.1.00330_001	3.893730435	5.693193943	4.271663691	6.960513403	6.673669747	7.253929969
Aqu2.1.00331_001	0	0	0	0	0.077196221	0.061004051
Aqu2.1.00332_001	0	0	0.138401774	0.357607082	0.082870537	0
Aqu2.1.00333_001	0.387666768	0.094421083	0.019935034	0.039584226	0.05172248	0
Aqu2.1.00334_001	0.424554716	0	0	0	0.058968179	0.180706555
Aqu2.1.00335_001	0.25984341	0	0.298032792	0.052088626	0.344645203	0
Aqu2.1.00338_001	0.301052298	0	0	0.024635629	0.151583772	0.061004051
Aqu2.1.00339_001	0.326937509	0.258626202	0.095196325	0.051706788	0.793360116	0.305656585
Aqu2.1.00340_001	0.331190541	0	0.105996226	0.179776976	0.302006247	0.154854375
Aqu2.1.00341_001	0	0	0.056986486	0.150845773	0.050674256	0
Aqu2.1.00342_001	1.450715769	0.047210542	0.110165134	0.023242564	0.107476763	0.22528747
Aqu2.1.00343_001	0.355541883	0.202525411	0	0.063188023	0.07881539	0
Aqu2.1.00344_001	0.301052298	0	0	0	0	0
Aqu2.1.00345_001	0	0.077748322	0.022638037	0.066599587	0.28109937	0.327465281
Aqu2.1.00346_001	0.324364209	0	0	0.008501911	0.122607524	0
Aqu2.1.00347_001	2.107808211	0	0.041867944	0.105656763	0.261904882	0
Aqu2.1.00348_001	3.255245834	4.318406372	5.072278779	7.221039673	6.462077905	7.541549124
Aqu2.1.00349_001	0.321790908	0	0	0	0.202779011	0.891355171
Aqu2.1.00350_001	48.611715	5.747873226	19.6120389	6.188066955	1.589323834	0.2610569
Aqu2.1.00351_001	0.085147544	0	0.010328839	0.046652336	0	0
Aqu2.1.00352_001	0.424554716	0	0.010328839	0.040962002	0.027008692	0.073375022
Aqu2.1.00353_001	0	0	0.075864136	0.126457486	0	0
Aqu2.1.00354_001	0	0.047210542	0	0.224804612	0.319205234	0
Aqu2.1.00355_001	0	0	0	0	0.054155743	0
Aqu2.1.00356_001	0.227718525	0.094421083	0.021210266	0.092086332	0.458707765	0.317391226
Aqu2.1.00357_001	0	0	0.021210266	0.126457486	0.217118917	0.058541648
Aqu2.1.00358_001	3.27149088	0	0.252351147	0.265366321	0.228193609	1.531398541
Aqu2.1.00359_001	0.725607015	0.202525411	0.043295714	0.139455381	0.0591474	0.205291692
Aqu2.1.00360_001	0	0	0.075864136	0.106752779	0.029015098	0
Aqu2.1.00361_001	3.51964939	0.405232595	0.649332597	0.356061687	0.96109596	0.172610906
Aqu2.1.00362_001	0.248616298	0	0.010328839	0	0.578662302	5.029055069
Aqu2.1.00363_001	0.524996339	0	0	0.013100528	0.242421381	0.202515252
Aqu2.1.00365_001	0	0	0	0	0.049906804	0
Aqu2.1.00366_001	1.249614774	0.391731434	0.053230997	0.056364093	0.051321338	0
Aqu2.1.00367_001	2.941952272	0.585928702	0.110937215	0.193261012	0.081572014	0.077427188
Aqu2.1.00368_001	1.294623922	0.327666048	0.207062756	3.983100981	1.780291812	0.849209207
Aqu2.1.00369_001	0	0	0	0.078132939	0.022846686	0
Aqu2.1.00371_001	0.470506755	0	0.22683709	0	0.083957996	0
Aqu2.1.00372_001	24.46981848	42.65616151	30.11737899	20.24872127	91.1144841	25.67313971
Aqu2.1.00373_001	2.3979344	1.238304378	0.243906377	0.798355642	1.596337125	0.390050413
Aqu2.1.00374_001	0.08661447	0.124958863	0.194948016	0.087983918	2.290524014	0
